book_id,title,author,genres
7511,Aurora,Kim Stanley Robinson,"science-fiction, sci-fi, fiction, scifi"
7512,"Purity in Death (In Death, #15)",J.D. Robb,"mystery, romance, j-d-robb, jd-robb, in-death"
7513,"The Hollow Hills (Arthurian Saga, #2)",Mary  Stewart,"fantasy, fiction, historical-fiction, arthurian"
7514,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,"young-adult, dystopian, dystopia, series, science-fiction"
7515,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Rusty Young, Thomas McFadden",non-fiction
7516,"Mars, Volume 01",Fuyumi Soryo,"manga, romance"
7517,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,non-fiction
7518,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice Waters,"cookbooks, food, cooking"
7519,"Centaur Aisle (Xanth, #4)",Piers Anthony,"fantasy, xanth, fiction"
7520,The Year of Fog,Michelle Richmond,fiction
7521,Crisis on Infinite Earths,"Marv Wolfman, George Pérez","comics, graphic-novels"
7522,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,"humor, fiction, non-fiction"
7523,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K. Rowling,"fantasy, short-stories, harry-potter, fiction, young-adult"
7524,"Ronia, the Robber's Daughter","Astrid Lindgren, Patricia Crampton, Trina Schart Hyman","fantasy, children, childhood, fiction, classics"
7525,"Spider Bones (Temperance Brennan, #13)",Kathy Reichs,"fiction, kathy-reichs, mystery, series"
7526,No Talking,Andrew Clements,realistic-fiction
7527,"Blood on Snow (Blood on Snow, #1)","Jo Nesbø, Neil Smith","crime, mystery, fiction, thriller"
7528,"Wait for Me (Against All Odds, #1)",Elisabeth Naughton,"romance, romantic-suspense, contemporary-romance, contemporary, suspense"
7529,The Garden of Evening Mists,Tan Twan Eng,"historical-fiction, fiction, asia, malaysia"
7530,"The Cellar (The Cellar, #1)",Natasha Preston,young-adult
7531,"The Gentlemen's Alliance †, Vol. 1",Arina Tanemura,
7532,"Rusty Nailed (Cocktail, #2)",Alice Clayton,"romance, contemporary, contemporary-romance, series, funny"
7533,"Dark Guardian (Dark, #9)",Christine Feehan,"paranormal-romance, paranormal, christine-feehan, romance, vampires"
7534,Prophet,Frank E. Peretti,"christian-fiction, fiction, christian"
7535,"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle  Paige,"fantasy, young-adult, ya, series, retellings"
7536,"Dark Fire (Dark, #6)",Christine Feehan,"paranormal-romance, christine-feehan, romance, paranormal, vampires"
7537,Citizen: An American Lyric,Claudia Rankine,"poetry, non-fiction, nonfiction, race, essays"
7538,"Carry on, Jeeves (Jeeves, #3)",P.G. Wodehouse,"fiction, humor, classics, humour, short-stories"
7539,"The Magic Thief (Magic Thief, #1)","Sarah Prineas, Antonio Javier Caparo","fantasy, magic, middle-grade"
7540,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,
7541,"I, Elizabeth",Rosalind Miles,"historical-fiction, fiction"
7542,The Woman Who Stole My Life,Marian Keyes,"chick-lit, fiction"
7543,Pyongyang: A Journey in North Korea,Guy Delisle,"graphic-novels, graphic-novel, non-fiction, comics, cómics"
7544,Night Over Water,Ken Follett,"fiction, historical-fiction, thriller"
7545,I Am Having So Much Fun Here Without You,Courtney Maum,
7546,"All I Want is Everything (Gossip Girl, #3)",Cecily von Ziegesar,"ya, chick-lit, young-adult, series, gossip-girl"
7547,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,business
7548,Systematic Theology: An Introduction to Biblical Doctrine,Wayne A. Grudem,theology
7549,"P is for Peril (Kinsey Millhone, #16)",Sue Grafton,"mystery, sue-grafton, fiction, series, mysteries"
7550,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,"graphic-novels, humor, graphic-novel, comics, non-fiction"
7551,"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,"fantasy, fiction, epic-fantasy"
7552,"The Dirty Life: On Farming, Food, and Love",Kristin Kimball,"non-fiction, memoir, food, nonfiction"
7553,"Dust & Decay (Rot & Ruin, #2)",Jonathan Maberry,"zombies, young-adult, horror, ya, zombie"
7554,"Alienated (Alienated, #1)",Melissa Landers,"young-adult, sci-fi, aliens, romance, science-fiction"
7555,Bone Gap,Laura Ruby,"young-adult, ya, fantasy, magical-realism, mystery"
7556,"Big Cherry Holler (Big Stone Gap, #2)",Adriana Trigiani,fiction
7557,"Yes, Chef",Marcus Samuelsson,"non-fiction, memoir, food, nonfiction, biography"
7558,Teen Idol,Meg Cabot,"young-adult, ya, romance, meg-cabot, chick-lit"
7559,The Thing Around Your Neck,Chimamanda Ngozi Adichie,"short-stories, fiction, africa"
7560,Caraval,Stephanie Garber,"fantasy, young-adult, ya, read-in-2017, romance"
7561,Bright Shiny Morning,James Frey,
7562,The Story of an Hour,Kate Chopin,
7563,Rabbit Is Rich (Rabbit Angstrom #3),John Updike,"fiction, pulitzer"
7564,"Lots of Candles, Plenty of Cake",Anna Quindlen,"non-fiction, memoir, nonfiction"
7565,Scars,Cheryl Rainfield,"young-adult, ya"
7566,The Fixer Upper,Mary Kay Andrews,"chick-lit, fiction, romance"
7567,"Negeri 5 Menara (Negeri 5 Menara, #1)",Ahmad Fuadi,novel
7568,"Empire of Ivory (Temeraire, #4)",Naomi Novik,"fantasy, dragons, historical-fiction, fiction, alternate-history"
7569,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",Rick Atkinson,"history, non-fiction, wwii, world-war-ii, military"
7570,Daddy's Little Girl,Mary Higgins Clark,
7571,Ricochet,Sandra Brown,"sandra-brown, mystery, romance, romantic-suspense"
7572,Can't Wait to Get to Heaven,Fannie Flagg,fiction
7573,Among Others,Jo Walton,"fantasy, fiction, young-adult, science-fiction, sci-fi"
7574,"Seduction in Death (In Death, #13)",J.D. Robb,"mystery, romance, j-d-robb, jd-robb, in-death"
7575,Double Indemnity,James M. Cain,"fiction, mystery, noir, crime, classics"
7576,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",Sherrilyn Kenyon,"paranormal-romance, paranormal, sherrilyn-kenyon, dark-hunter, fantasy"
7577,Presentation Zen: Simple Ideas on Presentation Design and Delivery,Garr Reynolds,"business, design"
7578,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",R.A. Salvatore,"fantasy, forgotten-realms"
7579,"Goodbye, Columbus and Five Short Stories",Philip Roth,short-stories
7580,"Bone: Quest for the Spark, Vol. 1","Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",
7581,The Personal MBA: Master the Art of Business,Josh Kaufman,business
7582,The Last Original Wife,Dorothea Benton Frank,fiction
7583,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",Sherrilyn Kenyon,fantasy
7584,The Library at Mount Char,Scott  Hawkins,"fantasy, horror, fiction, science-fiction, sci-fi"
7585,"Fire Star (The Last Dragon Chronicles, #3)",Chris d'Lacey,"fantasy, dragons"
7586,Texas,James A. Michener,"historical-fiction, fiction"
7587,Your Best Life Now: 7 Steps to Living at Your Full Potential,Joel Osteen,
7588,Turtle in Paradise,Jennifer L. Holm,"historical-fiction, newbery, middle-grade"
7589,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,"sci-fi, space-opera, fiction, scifi, sf"
7590,Choosing to SEE,"Mary Beth Chapman, Steven Curtis Chapman","christian, non-fiction"
7591,Broken Monsters,Lauren Beukes,"horror, fiction, mystery, thriller, crime"
7592,The Unabridged Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil","nonfiction, memoir, non-fiction, rory-gilmore-reading-challenge, classics"
7593,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,"philosophy, nonfiction, non-fiction"
7594,QED: The Strange Theory of Light and Matter,Richard Feynman,"science, physics, non-fiction"
7595,"Defiance (Strange Angels, #4)","Lili St. Crow, Lilith Saintcrow","vampires, young-adult, paranormal, ya, fantasy"
7596,"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,"urban-fantasy, paranormal, fantasy, kelley-armstrong, series"
7597,The Sweet Potato Queens' Book of Love,Jill Conner Browne,
7598,"Mastiff (Beka Cooper, #3)",Tamora Pierce,"fantasy, young-adult, ya, tamora-pierce, fiction"
7599,The Madonnas of Leningrad,Debra Dean,"historical-fiction, fiction, book-club, russia"
7600,"Divine Misdemeanors (Merry Gentry, #8)",Laurell K. Hamilton,"fantasy, urban-fantasy, paranormal, romance, laurell-k-hamilton"
7601,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",Chelsea Cain,"thriller, fiction, mystery, crime, series"
7602,Caim,José Saramago,fiction
7603,"All Tomorrow's Parties (Bridge, #3)",William Gibson,"science-fiction, sci-fi, cyberpunk, fiction"
7604,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,"scifi, sci-fi, science-fiction, sf"
7605,"Shock Wave (Virgil Flowers, #5)",John Sandford,"mystery, john-sandford, fiction"
7606,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,"philosophy, non-fiction"
7607,"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,"mystery, agatha-christie, crime, fiction, mysteries"
7608,"Batman: Hush, Vol. 2","Jeph Loeb, Jim Lee, Scott Williams",graphic-novels
7609,Dog on It (A Chet and Bernie Mystery #1),Spencer Quinn,"mystery, fiction, dogs, animals, humor"
7610,Spring Fever,Mary Kay Andrews,"chick-lit, fiction, romance"
7611,And to Think That I Saw it on Mulberry Street,Dr. Seuss,"picture-books, children, children-s, fiction, childrens-books"
7612,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,"history, non-fiction, biography, nonfiction, politics"
7613,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,"fantasy, young-adult"
7614,"The Short Victorious War (Honor Harrington, #3)",David Weber,"science-fiction, sci-fi, space-opera, scifi, fiction"
7615,Drinking: A Love Story,Caroline Knapp,"memoir, non-fiction, memoirs, nonfiction"
7616,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",Jules Verne,"classics, fiction, adventure, science-fiction"
7617,"Dragon's Oath (House of Night Novellas, #1)","P.C. Cast, Kristin Cast","vampires, house-of-night, young-adult, fantasy, paranormal"
7618,"Grave Witch (Alex Craft, #1)",Kalayna Price,"urban-fantasy, paranormal, fantasy, witches, magic"
7619,"Sleeping Murder (Miss Marple, #13)",Agatha Christie,"mystery, agatha-christie, fiction, crime, mysteries"
7620,Ethan Frome and Other Short Fiction,"Edith Wharton, Mary Gordon",classics
7621,"The Assassin and the Desert (Throne of Glass, #0.3)",Sarah J. Maas,"fantasy, young-adult, ya, novella, short-stories"
7622,On the Genealogy of Morals/Ecce Homo,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",
7623,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,"non-fiction, adventure, survival"
7624,"Once and Always (Sequels, #1)",Judith McNaught,"historical-romance, romance, historical, judith-mcnaught"
7625,"Bloodline (Sigma Force, #8)",James Rollins,"thriller, fiction, james-rollins"
7626,"Best Friends for Never (The Clique, #2)",Lisi Harrison,"young-adult, the-clique, series"
7627,"Death of Kings (The Saxon Stories, #6)",Bernard Cornwell,"historical-fiction, fiction, historical, bernard-cornwell"
7628,Onward: How Starbucks Fought for Its Life without Losing Its Soul,"Howard Schultz, Joanne Gordon","business, non-fiction"
7629,Auschwitz,Laurence Rees,"history, non-fiction, holocaust"
7630,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,"non-fiction, history, nonfiction"
7631,Three Fates,Nora Roberts,"nora-roberts, contemporary-romance, romance, fiction"
7632,"Passenger (Passenger, #1)",Alexandra Bracken,"fantasy, young-adult, time-travel, ya, historical-fiction"
7633,"Born in Death (In Death, #23)","J.D. Robb, Susan Ericksen","mystery, romance, j-d-robb, jd-robb, in-death"
7634,"Close Your Eyes, Hold Hands",Chris Bohjalian,fiction
7635,"A Pocket Full of Rye (Miss Marple, #7)",Agatha Christie,"mystery, agatha-christie, crime, fiction, mysteries"
7636,Of Course I Love You...! Till I Find Someone Better...,"Durjoy Datta, Maanvi Ahuja",
7637,"Virgin River (Virgin River, #1)",Robyn Carr,"romance, contemporary-romance, contemporary, robyn-carr, series"
7638,The Algebraist,Iain M. Banks,"science-fiction, sci-fi, fiction, scifi, sf"
7639,درخت زیبای من,"José Mauro de Vasconcelos, قاسم صنعوی",
7640,Stone Mattress: Nine Tales,Margaret Atwood,"short-stories, fiction"
7641,The Whistling Season,Ivan Doig,"fiction, book-club"
7642,"Rebel Spring (Falling Kingdoms, #2)","Morgan Rhodes, Michelle Rowen","fantasy, young-adult, ya, magic, high-fantasy"
7643,"NYPD Red 2 (NYPD Red, #2)","James Patterson, Marshall Karp","james-patterson, mystery"
7644,Chesapeake,James A. Michener,"fiction, historical-fiction"
7645,The List,Steve Martini,
7646,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),Gloria Levine,
7647,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,"mystery, fiction"
7648,Shakespeare's Romeo and Juliet,"Michael Rosen, Jane Ray",
7649,The Killer Inside Me,Jim Thompson,"fiction, crime, mystery, noir, horror"
7650,Lady Audley's Secret,Mary Elizabeth Braddon,"classics, mystery, victorian, classic, fiction"
7651,All the Names,"José Saramago, Margaret Jull Costa",fiction
7652,"Lucia, Lucia",Adriana Trigiani,"fiction, historical-fiction"
7653,Tiger Lily,Jodi Lynn Anderson,"fantasy, young-adult, ya, retellings, romance"
7654,"Return (Redemption, #3)","Karen Kingsbury, Gary Smalley","christian-fiction, karen-kingsbury, christian"
7655,"The Ruby in the Smoke (Sally Lockhart, #1)",Philip Pullman,"mystery, young-adult, historical-fiction, ya, fiction"
7656,Georgiana: Duchess of Devonshire,Amanda Foreman,"history, biography, nonfiction, non-fiction"
7657,"Scarlet (Scarlet, #1)",A.C. Gaughen,"young-adult, historical-fiction, fantasy, ya, romance"
7658,Stealing Parker,Miranda Kenneally,"young-adult, contemporary, romance, ya, sports"
7659,The Weekenders,Mary Kay Andrews,"fiction, chick-lit"
7660,"Fables, Vol. 5: The Mean Seasons","Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti","graphic-novels, fantasy, comics, cómics, graphic-novel"
7661,Dom Casmurro,Machado de Assis,"classics, fiction"
7662,The Illuminatus! Trilogy,"Robert Shea, Robert Anton Wilson","fiction, science-fiction, fantasy, sci-fi"
7663,"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,"young-adult, horror, dystopia, dystopian, ya"
7664,The Final Solution,"Michael Chabon, Jay Ryan","fiction, mystery, historical-fiction"
7665,Beachcombers,Nancy Thayer,
7666,"Chew, Vol. 2: International Flavor","John Layman, Rob Guillory",graphic-novel
7667,Lost Souls,Poppy Z. Brite,"horror, vampires, fiction, fantasy"
7668,The Secret Agent,Joseph Conrad,"fiction, literature"
7669,The Way of Zen,Alan W. Watts,"philosophy, buddhism, non-fiction, religion, zen"
7670,"Nexus (Nexus, #1)",Ramez Naam,"science-fiction, sci-fi, fiction, scifi, cyberpunk"
7671,The Wolf and the Dove,Kathleen E. Woodiwiss,"romance, historical-romance, historical, medieval"
7672,"The Traitor (Divergent, #0.4)",Veronica Roth,"young-adult, dystopian, dystopia"
7673,Nora Webster,Colm Tóibín,"fiction, ireland"
7674,"Requiem (Providence, #2)",Jamie McGuire,"paranormal, romance, angels, young-adult, fantasy"
7675,"The Emperor's Tomb (Cotton Malone, #6)",Steve Berry,"thriller, fiction, mystery, steve-berry"
7676,"Fear Nothing (Detective D.D. Warren, #7)",Lisa Gardner,"mystery, lisa-gardner"
7677,Baking: From My Home to Yours,"Dorie Greenspan, Alan    Richardson",cookbooks
7678,Promises to Keep,Jane Green,chick-lit
7679,"For You (The 'Burg, #1)",Kristen Ashley,"kristen-ashley, romance, contemporary-romance, contemporary, romantic-suspense"
7680,"Love★Com, Vol. 1","Aya Nakahara, Pookie Rolf",manga
7681,"Elephants Can Remember (Hercule Poirot, #37)",Agatha Christie,"mystery, agatha-christie, crime, fiction, mysteries"
7682,"Friend-Zoned (Friend-Zoned, #1)",Belle Aurora,"romance, funny, contemporary-romance, contemporary, friends-to-lovers"
7683,What to Expect the First Year (What to Expect),"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome","parenting, nonfiction"
7684,The Gift,Danielle Steel,"romance, danielle-steel"
7685,The Lions of Little Rock,Kristin Levine,"historical-fiction, young-adult, middle-grade"
7686,Self Matters: Creating Your Life from the Inside Out,Phillip C. McGraw,self-help
7687,"Hollowland (The Hollows, #1)",Amanda Hocking,"zombies, young-adult, ya, dystopian, horror"
7688,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",Hidekaz Himaruya,"manga, mangá"
7689,Finding Nemo,"Andrew Stanton, Walt Disney Company",
7690,Calling Doctor Amelia Bedelia,"Herman Parish, Lynn Sweat",
7691,"Timeless (Parasol Protectorate, #5)",Gail Carriger,"steampunk, fantasy, paranormal, vampires, romance"
7692,"These High, Green Hills (Mitford Years, #3)",Jan Karon,"fiction, christian-fiction, christian"
7693,How Google Works,"Eric Schmidt, Jonathan Rosenberg","business, non-fiction"
7694,"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,"new-adult, romance, dark, contemporary, series"
7695,The Time of My Life,Cecelia Ahern,
7696,"Now We Are Six (Winnie-the-Pooh, #4)","A.A. Milne, Ernest H. Shepard","childrens, classics, children, children-s, poetry"
7697,"The Captive Part II / The Power (The Secret Circle, #2-3)",L.J. Smith,"young-adult, witches, paranormal, fantasy, ya"
7698,Ladies' Night,Mary Kay Andrews,"chick-lit, fiction"
